user_id,user_total_orders,user_avg_order_interval,user_std_order_interval,user_preferred_dow,user_preferred_hour,user_days_since_last_order,user_total_items,user_total_reorders,user_reorder_rate,user_unique_products,user_unique_departments,user_unique_aisles,user_avg_basket_size,cluster,segment_name
136357,54,6.648148,4.283172,2,10,9.0,552,408,0.7391,144,14,38,10.22,1,High-Value Frequent Loyalists
136358,53,6.226415,6.277682,0,18,5.0,525,255,0.4857,270,17,67,9.91,1,High-Value Frequent Loyalists
136359,3,10.666667,11.0151415,0,9,22.0,26,7,0.2692,19,8,15,8.67,2,Occasional / At-Risk Shoppers
136360,4,22.25,14.840822,0,18,30.0,14,3,0.2143,11,3,6,3.5,2,Occasional / At-Risk Shoppers
136361,3,16.0,15.0996685,3,16,18.0,20,4,0.2,16,6,10,6.67,2,Occasional / At-Risk Shoppers
136362,28,10.321428,8.940352,2,10,6.0,131,65,0.4962,66,14,38,4.68,1,High-Value Frequent Loyalists
136363,5,4.6,4.5055523,3,12,9.0,41,15,0.3659,26,9,24,8.2,3,Routine Convenience Buyers
136364,67,4.8656716,4.625016,1,10,2.0,671,498,0.7422,173,18,61,10.01,1,High-Value Frequent Loyalists
136365,8,25.875,10.50765,5,15,30.0,105,47,0.4476,58,14,27,13.12,2,Occasional / At-Risk Shoppers
136366,3,20.0,17.320509,0,17,30.0,6,2,0.3333,4,3,4,2.0,2,Occasional / At-Risk Shoppers
136367,3,13.666667,15.176737,2,11,11.0,18,1,0.0556,17,6,12,6.0,3,Routine Convenience Buyers
136368,9,10.555555,8.501634,4,12,11.0,58,13,0.2241,45,13,25,6.44,3,Routine Convenience Buyers
136369,28,9.821428,7.055618,1,11,8.0,259,126,0.4865,133,16,46,9.25,1,High-Value Frequent Loyalists
136370,15,10.8,11.742475,6,12,30.0,130,81,0.6231,49,11,26,8.67,2,Occasional / At-Risk Shoppers
136371,6,22.5,12.5499,1,12,30.0,37,14,0.3784,23,7,14,6.17,2,Occasional / At-Risk Shoppers
136372,4,18.0,14.306176,1,13,29.0,51,16,0.3137,35,12,26,12.75,2,Occasional / At-Risk Shoppers
136373,7,20.857143,10.884677,6,0,20.0,94,46,0.4894,48,11,27,13.43,0,Full-Pantry Bulk Shoppers
136374,7,10.571428,7.18464,0,9,5.0,49,19,0.3878,30,10,19,7.0,3,Routine Convenience Buyers
136375,37,9.135135,6.5284085,5,13,8.0,323,156,0.483,167,14,62,8.73,1,High-Value Frequent Loyalists
136376,4,4.25,4.924429,0,11,0.0,27,16,0.5926,11,5,8,6.75,3,Routine Convenience Buyers
136377,9,5.2222223,4.763869,3,9,1.0,32,18,0.5625,14,5,8,3.56,3,Routine Convenience Buyers
136378,8,11.125,11.568893,2,19,9.0,42,5,0.119,37,9,22,5.25,3,Routine Convenience Buyers
136379,18,13.0,10.742987,1,12,3.0,136,64,0.4706,72,14,42,7.56,3,Routine Convenience Buyers
136380,4,7.5,5.7445626,1,12,6.0,28,7,0.25,21,9,19,7.0,3,Routine Convenience Buyers
136381,7,10.0,10.198039,1,0,3.0,68,18,0.2647,50,10,20,9.71,3,Routine Convenience Buyers
136382,22,10.318182,6.7709913,0,9,10.0,128,67,0.5234,61,11,27,5.82,3,Routine Convenience Buyers
136383,43,7.72093,6.467227,0,16,8.0,400,241,0.6025,159,15,62,9.3,1,High-Value Frequent Loyalists
136384,5,14.4,10.2859125,1,18,19.0,10,3,0.3,7,3,4,2.0,2,Occasional / At-Risk Shoppers
136385,12,11.916667,8.596599,5,11,7.0,77,44,0.5714,33,12,21,6.42,3,Routine Convenience Buyers
136386,28,9.785714,5.927695,1,17,8.0,321,263,0.8193,58,12,25,11.46,1,High-Value Frequent Loyalists
136387,3,20.0,17.320509,6,8,30.0,13,0,0.0,13,9,11,4.33,2,Occasional / At-Risk Shoppers
136388,17,9.823529,8.797977,5,15,7.0,166,92,0.5542,74,12,33,9.76,3,Routine Convenience Buyers
136389,6,22.833334,11.634718,6,7,24.0,59,32,0.5424,27,7,14,9.83,2,Occasional / At-Risk Shoppers
136390,17,15.470589,10.701155,1,15,2.0,65,12,0.1846,53,10,28,3.82,3,Routine Convenience Buyers
136391,6,13.166667,13.526517,1,10,30.0,22,4,0.1818,18,6,10,3.67,2,Occasional / At-Risk Shoppers
136392,7,19.285715,12.147898,0,10,16.0,28,9,0.3214,19,8,14,4.0,2,Occasional / At-Risk Shoppers
136393,48,7.25,6.9481363,0,16,4.0,533,336,0.6304,197,16,51,11.1,1,High-Value Frequent Loyalists
136394,66,4.257576,6.175163,2,9,7.0,515,343,0.666,172,14,57,7.8,1,High-Value Frequent Loyalists
136395,5,20.0,14.142136,3,10,30.0,36,9,0.25,27,8,15,7.2,2,Occasional / At-Risk Shoppers
136396,10,22.1,10.492855,0,13,30.0,119,45,0.3782,74,14,40,11.9,2,Occasional / At-Risk Shoppers
136397,4,4.0,5.477226,0,14,3.0,40,17,0.425,23,5,9,10.0,3,Routine Convenience Buyers
136398,16,12.4375,10.893231,6,12,5.0,110,64,0.5818,46,11,24,6.88,3,Routine Convenience Buyers
136399,3,11.666667,13.203535,5,3,26.0,42,9,0.2143,33,12,22,14.0,0,Full-Pantry Bulk Shoppers
136400,12,20.0,11.536504,6,10,7.0,34,17,0.5,17,8,13,2.83,3,Routine Convenience Buyers
136401,4,16.0,16.248077,1,9,4.0,64,14,0.2188,50,11,22,16.0,0,Full-Pantry Bulk Shoppers
136402,22,12.636364,10.513236,2,16,5.0,387,175,0.4522,212,16,72,17.59,0,Full-Pantry Bulk Shoppers
136403,33,7.848485,7.9613175,2,11,8.0,314,162,0.5159,152,15,55,9.52,1,High-Value Frequent Loyalists
136404,29,4.5172415,3.1917381,2,9,4.0,311,171,0.5498,140,13,44,10.72,1,High-Value Frequent Loyalists
136405,13,18.923077,9.331502,6,11,8.0,164,120,0.7317,44,13,32,12.62,0,Full-Pantry Bulk Shoppers
136406,3,3.0,4.358899,0,10,8.0,30,2,0.0667,28,8,18,10.0,3,Routine Convenience Buyers
136407,5,13.4,12.36123,5,12,5.0,32,12,0.375,20,8,16,6.4,3,Routine Convenience Buyers
136408,88,4.090909,2.07135,4,11,4.0,1017,815,0.8014,202,16,54,11.56,1,High-Value Frequent Loyalists
136409,8,13.875,12.017101,2,11,4.0,59,13,0.2203,46,11,28,7.38,3,Routine Convenience Buyers
136410,20,3.9,2.7890763,6,16,4.0,507,335,0.6607,172,17,54,25.35,0,Full-Pantry Bulk Shoppers
136411,7,17.285715,12.737272,0,16,30.0,26,9,0.3462,17,6,11,3.71,2,Occasional / At-Risk Shoppers
136412,7,11.857142,8.970852,0,9,19.0,102,25,0.2451,77,14,41,14.57,0,Full-Pantry Bulk Shoppers
136413,10,15.0,10.873004,0,20,30.0,132,38,0.2879,94,14,36,13.2,0,Full-Pantry Bulk Shoppers
136414,12,2.75,1.6025548,1,8,5.0,100,75,0.75,25,8,12,8.33,3,Routine Convenience Buyers
136415,6,10.333333,11.809601,1,9,19.0,53,7,0.1321,46,15,33,8.83,0,Full-Pantry Bulk Shoppers
136416,14,13.142858,10.391248,1,15,30.0,105,16,0.1524,89,14,44,7.5,2,Occasional / At-Risk Shoppers
136417,8,16.625,11.550356,4,13,28.0,24,13,0.5417,11,7,9,3.0,2,Occasional / At-Risk Shoppers
136418,5,11.4,12.095453,0,18,25.0,5,3,0.6,2,2,2,1.0,2,Occasional / At-Risk Shoppers
136419,22,12.045455,8.471112,6,10,14.0,223,160,0.7175,63,15,39,10.14,1,High-Value Frequent Loyalists
136420,3,16.333334,15.176737,0,17,19.0,13,1,0.0769,12,6,6,4.33,2,Occasional / At-Risk Shoppers
136421,99,3.3737373,2.9815276,1,9,5.0,784,658,0.8393,126,13,48,7.92,1,High-Value Frequent Loyalists
136422,8,20.0,13.448314,3,10,29.0,23,16,0.6957,7,2,5,2.88,2,Occasional / At-Risk Shoppers
136423,36,5.861111,5.51959,0,17,7.0,359,188,0.5237,171,15,61,9.97,1,High-Value Frequent Loyalists
136424,40,8.85,6.4392624,0,9,5.0,155,109,0.7032,46,11,23,3.88,1,High-Value Frequent Loyalists
136425,7,22.428572,11.57378,2,11,30.0,19,10,0.5263,9,5,7,2.71,2,Occasional / At-Risk Shoppers
136426,7,22.714285,11.528433,4,11,30.0,30,12,0.4,18,8,14,4.29,2,Occasional / At-Risk Shoppers
136427,7,21.571428,11.385036,6,10,21.0,49,16,0.3265,33,9,15,7.0,2,Occasional / At-Risk Shoppers
136428,3,9.333333,8.144527,1,12,13.0,40,12,0.3,28,12,21,13.33,0,Full-Pantry Bulk Shoppers
136429,6,11.666667,8.358628,4,16,10.0,89,13,0.1461,76,12,40,14.83,0,Full-Pantry Bulk Shoppers
136430,22,7.9545455,3.683648,1,19,13.0,199,160,0.804,39,6,13,9.05,3,Routine Convenience Buyers
136431,6,16.0,11.916375,0,8,30.0,56,25,0.4464,31,9,19,9.33,2,Occasional / At-Risk Shoppers
136432,4,8.75,6.6017675,2,7,9.0,58,5,0.0862,53,13,32,14.5,3,Routine Convenience Buyers
136433,8,12.5,8.99206,1,10,8.0,160,76,0.475,84,11,37,20.0,0,Full-Pantry Bulk Shoppers
136434,6,13.833333,13.614943,1,20,7.0,55,19,0.3455,36,11,21,9.17,3,Routine Convenience Buyers
136435,16,10.4375,10.178204,4,13,7.0,74,25,0.3378,49,13,29,4.62,3,Routine Convenience Buyers
136436,5,4.8,3.7013512,0,11,9.0,31,4,0.129,27,8,13,6.2,3,Routine Convenience Buyers
136437,5,10.4,11.458621,1,17,9.0,20,7,0.35,13,8,10,4.0,3,Routine Convenience Buyers
136438,4,14.75,14.5,1,12,30.0,30,3,0.1,27,9,16,7.5,2,Occasional / At-Risk Shoppers
136439,59,6.0338984,5.9072313,1,18,1.0,390,280,0.7179,110,15,45,6.61,1,High-Value Frequent Loyalists
136440,23,12.043478,9.786253,0,12,8.0,185,92,0.4973,93,13,41,8.04,3,Routine Convenience Buyers
136441,19,14.789474,9.271095,4,16,30.0,206,103,0.5,103,16,43,10.84,0,Full-Pantry Bulk Shoppers
136442,13,14.615385,11.079549,1,11,2.0,85,57,0.6706,28,10,19,6.54,3,Routine Convenience Buyers
136443,5,17.4,12.798437,4,16,30.0,91,48,0.5275,43,8,16,18.2,0,Full-Pantry Bulk Shoppers
136444,37,9.135135,6.9007335,1,9,6.0,498,334,0.6707,164,17,59,13.46,1,High-Value Frequent Loyalists
136445,3,12.333333,15.69501,6,11,7.0,14,1,0.0714,13,6,8,4.67,3,Routine Convenience Buyers
136446,15,14.266666,9.153193,0,16,7.0,174,105,0.6034,69,14,35,11.6,0,Full-Pantry Bulk Shoppers
136447,29,9.0,5.7569833,0,13,13.0,667,524,0.7856,143,17,66,23.0,0,Full-Pantry Bulk Shoppers
136448,53,6.6226416,2.683471,0,9,10.0,282,219,0.7766,63,12,32,5.32,1,High-Value Frequent Loyalists
136449,21,11.238095,11.1799135,1,11,3.0,156,73,0.4679,83,14,36,7.43,3,Routine Convenience Buyers
136450,5,11.2,11.882761,1,10,2.0,13,5,0.3846,8,7,7,2.6,3,Routine Convenience Buyers
136451,5,11.4,11.371016,1,14,30.0,67,20,0.2985,47,13,31,13.4,0,Full-Pantry Bulk Shoppers
136452,4,18.5,14.456832,0,14,14.0,69,35,0.5072,34,12,25,17.25,0,Full-Pantry Bulk Shoppers
136453,27,5.296296,3.484193,6,14,5.0,279,144,0.5161,135,14,42,10.33,1,High-Value Frequent Loyalists
136454,13,19.692308,9.031284,0,14,30.0,256,152,0.5938,104,12,42,19.69,0,Full-Pantry Bulk Shoppers
136455,3,20.0,17.320509,4,8,30.0,5,1,0.2,4,2,3,1.67,2,Occasional / At-Risk Shoppers
136456,9,23.0,11.532562,6,13,30.0,115,22,0.1913,93,13,44,12.78,2,Occasional / At-Risk Shoppers
136457,6,18.5,9.974969,0,12,19.0,58,23,0.3966,35,11,18,9.67,2,Occasional / At-Risk Shoppers
136458,9,16.88889,13.128637,1,9,30.0,83,14,0.1687,69,12,32,9.22,2,Occasional / At-Risk Shoppers
136459,19,11.684211,9.597758,0,19,5.0,151,79,0.5232,72,12,30,7.95,3,Routine Convenience Buyers
136460,4,5.5,4.041452,5,8,5.0,37,9,0.2432,28,12,21,9.25,3,Routine Convenience Buyers
136461,6,13.5,9.354143,2,11,19.0,91,39,0.4286,52,11,22,15.17,0,Full-Pantry Bulk Shoppers
136462,6,8.0,12.45793,0,15,2.0,68,20,0.2941,48,10,22,11.33,3,Routine Convenience Buyers
136463,25,12.24,8.506272,1,15,9.0,230,158,0.687,72,11,29,9.2,1,High-Value Frequent Loyalists
136464,8,14.625,9.826168,0,10,8.0,82,10,0.122,72,17,44,10.25,0,Full-Pantry Bulk Shoppers
136465,6,14.333333,9.933109,0,16,13.0,99,26,0.2626,73,14,34,16.5,0,Full-Pantry Bulk Shoppers
136466,32,4.28125,3.4382515,1,16,2.0,99,84,0.8485,15,5,8,3.09,1,High-Value Frequent Loyalists
136467,5,19.4,14.72413,6,15,30.0,42,10,0.2381,32,9,19,8.4,2,Occasional / At-Risk Shoppers
136468,33,8.515152,6.062803,0,9,8.0,437,321,0.7346,116,12,42,13.24,1,High-Value Frequent Loyalists
136469,20,15.45,9.35541,4,18,6.0,259,191,0.7375,68,13,32,12.95,0,Full-Pantry Bulk Shoppers
136470,15,14.0,11.753419,0,10,30.0,231,135,0.5844,96,11,32,15.4,0,Full-Pantry Bulk Shoppers
136471,3,14.0,14.0,0,11,14.0,63,23,0.3651,40,12,28,21.0,0,Full-Pantry Bulk Shoppers
136472,3,13.333333,15.275252,1,9,10.0,9,0,0.0,9,3,4,3.0,3,Routine Convenience Buyers
136473,8,6.0,4.8697314,0,13,6.0,127,52,0.4094,75,11,25,15.88,3,Routine Convenience Buyers
136474,3,13.333333,15.275252,2,11,30.0,14,2,0.1429,12,4,6,4.67,2,Occasional / At-Risk Shoppers
136475,3,12.0,15.874508,0,12,30.0,11,4,0.3636,7,4,6,3.67,2,Occasional / At-Risk Shoppers
136476,3,20.0,17.320509,2,1,30.0,36,6,0.1667,30,7,16,12.0,2,Occasional / At-Risk Shoppers
136477,9,18.555555,11.125546,2,7,18.0,44,15,0.3409,29,11,18,4.89,2,Occasional / At-Risk Shoppers
136478,4,11.5,9.3985815,6,7,21.0,19,5,0.2632,14,6,10,4.75,2,Occasional / At-Risk Shoppers
136479,10,14.2,10.097304,5,13,15.0,85,52,0.6118,33,13,24,8.5,0,Full-Pantry Bulk Shoppers
136480,4,22.5,15.0,6,7,30.0,44,11,0.25,33,9,21,11.0,2,Occasional / At-Risk Shoppers
136481,11,15.0,12.52198,1,11,12.0,74,25,0.3378,49,10,20,6.73,3,Routine Convenience Buyers
136482,16,3.4375,2.0645823,3,13,6.0,150,81,0.54,69,13,38,9.38,3,Routine Convenience Buyers
136483,10,21.5,10.458915,4,8,24.0,214,121,0.5654,93,13,35,21.4,0,Full-Pantry Bulk Shoppers
136484,9,24.11111,10.39765,1,17,21.0,19,5,0.2632,14,1,4,2.11,2,Occasional / At-Risk Shoppers
136485,23,13.869565,9.348331,0,10,21.0,316,218,0.6899,98,12,38,13.74,0,Full-Pantry Bulk Shoppers
136486,7,11.857142,10.930516,2,14,20.0,71,28,0.3944,43,11,27,10.14,3,Routine Convenience Buyers
136487,3,14.0,15.0996685,0,16,30.0,14,4,0.2857,10,6,8,4.67,2,Occasional / At-Risk Shoppers
136488,37,9.459459,5.6302485,4,8,9.0,219,182,0.8311,37,8,13,5.92,1,High-Value Frequent Loyalists
136489,34,9.911765,6.0370955,3,15,19.0,311,178,0.5723,133,16,51,9.15,1,High-Value Frequent Loyalists
136490,8,19.25,11.87735,6,22,30.0,88,24,0.2727,64,11,22,11.0,2,Occasional / At-Risk Shoppers
136491,34,9.5,9.6585655,0,16,30.0,264,134,0.5076,130,14,43,7.76,0,Full-Pantry Bulk Shoppers
136492,24,12.458333,9.338928,5,12,6.0,699,470,0.6724,229,17,71,29.12,0,Full-Pantry Bulk Shoppers
136493,4,16.5,14.387495,1,11,9.0,13,2,0.1538,11,4,6,3.25,3,Routine Convenience Buyers
136494,4,13.25,13.841363,0,16,30.0,57,3,0.0526,54,9,17,14.25,2,Occasional / At-Risk Shoppers
136495,32,10.625,8.928931,6,8,23.0,275,128,0.4655,147,15,51,8.59,0,Full-Pantry Bulk Shoppers
136496,4,16.25,14.568802,0,10,27.0,44,13,0.2955,31,13,22,11.0,2,Occasional / At-Risk Shoppers
136497,21,11.428572,6.3132515,0,10,13.0,232,148,0.6379,84,13,29,11.05,0,Full-Pantry Bulk Shoppers
136498,5,22.6,12.992306,6,13,30.0,72,18,0.25,54,14,34,14.4,2,Occasional / At-Risk Shoppers
136499,6,10.833333,10.496031,4,10,30.0,31,7,0.2258,24,8,18,5.17,2,Occasional / At-Risk Shoppers
136500,10,14.8,8.625544,1,20,11.0,188,112,0.5957,76,16,33,18.8,0,Full-Pantry Bulk Shoppers
136501,3,2.6666667,3.0550504,3,8,2.0,26,4,0.1538,22,8,12,8.67,3,Routine Convenience Buyers
136502,27,10.777778,8.001602,0,9,1.0,210,124,0.5905,86,16,38,7.78,1,High-Value Frequent Loyalists
136503,20,15.3,9.398208,4,1,22.0,262,99,0.3779,163,15,58,13.1,0,Full-Pantry Bulk Shoppers
136504,10,18.0,13.572848,3,13,30.0,60,14,0.2333,46,11,30,6.0,2,Occasional / At-Risk Shoppers
136505,30,7.8,9.611057,5,19,8.0,139,51,0.3669,88,15,42,4.63,1,High-Value Frequent Loyalists
136506,3,20.0,17.320509,0,13,30.0,40,4,0.1,36,9,20,13.33,2,Occasional / At-Risk Shoppers
136507,5,18.8,15.4012985,1,12,30.0,32,3,0.0938,29,10,21,6.4,2,Occasional / At-Risk Shoppers
136508,99,2.5757575,1.9171137,5,9,2.0,216,198,0.9167,18,7,15,2.18,1,High-Value Frequent Loyalists
136509,3,3.0,3.0,2,7,6.0,26,2,0.0769,24,13,19,8.67,3,Routine Convenience Buyers
136510,6,20.0,15.491934,0,8,0.0,34,9,0.2647,25,7,15,5.67,3,Routine Convenience Buyers
136511,7,22.857143,12.535664,1,17,30.0,33,19,0.5758,14,2,5,4.71,2,Occasional / At-Risk Shoppers
136512,8,20.75,11.398622,3,15,30.0,68,28,0.4118,40,11,22,8.5,2,Occasional / At-Risk Shoppers
136513,3,17.666666,15.69501,0,9,23.0,40,8,0.2,32,10,16,13.33,2,Occasional / At-Risk Shoppers
136514,8,22.75,10.700467,0,18,30.0,69,30,0.4348,39,8,16,8.62,2,Occasional / At-Risk Shoppers
136515,9,23.555555,11.620146,0,8,7.0,86,49,0.5698,37,11,23,9.56,0,Full-Pantry Bulk Shoppers
136516,12,9.833333,6.3077636,3,10,15.0,21,16,0.7619,5,3,5,1.75,3,Routine Convenience Buyers
136517,7,12.142858,13.47131,5,16,2.0,67,16,0.2388,51,11,31,9.57,3,Routine Convenience Buyers
136518,17,4.9411764,3.1517968,1,11,4.0,288,115,0.3993,173,16,57,16.94,0,Full-Pantry Bulk Shoppers
136519,8,10.0,6.094494,5,14,9.0,64,34,0.5312,30,9,18,8.0,3,Routine Convenience Buyers
136520,3,15.333333,15.011107,0,9,30.0,33,3,0.0909,30,9,22,11.0,2,Occasional / At-Risk Shoppers
136521,3,13.333333,11.590226,4,13,21.0,28,13,0.4643,15,7,11,9.33,2,Occasional / At-Risk Shoppers
136522,17,10.705882,8.013775,1,9,30.0,57,40,0.7018,17,11,15,3.35,2,Occasional / At-Risk Shoppers
136523,3,20.0,17.320509,0,16,30.0,5,1,0.2,4,4,4,1.67,2,Occasional / At-Risk Shoppers
136524,4,15.5,13.892444,0,9,30.0,35,2,0.0571,33,12,22,8.75,2,Occasional / At-Risk Shoppers
136525,28,8.321428,8.576685,0,8,4.0,185,87,0.4703,98,15,50,6.61,1,High-Value Frequent Loyalists
136526,48,7.5,3.8537078,6,8,2.0,1223,757,0.619,466,18,87,25.48,1,High-Value Frequent Loyalists
136527,7,19.285715,13.450084,1,12,30.0,14,8,0.5714,6,2,4,2.0,2,Occasional / At-Risk Shoppers
136528,7,17.571428,11.816051,0,17,30.0,18,4,0.2222,14,7,10,2.57,2,Occasional / At-Risk Shoppers
136529,19,5.631579,4.098923,1,9,6.0,238,155,0.6513,83,13,37,12.53,1,High-Value Frequent Loyalists
136530,4,10.0,6.8799224,2,14,14.0,35,7,0.2,28,11,21,8.75,3,Routine Convenience Buyers
136531,34,9.470589,7.3039436,4,11,30.0,548,329,0.6004,219,18,81,16.12,0,Full-Pantry Bulk Shoppers
136532,34,9.411765,7.6321397,0,13,7.0,381,288,0.7559,93,17,47,11.21,1,High-Value Frequent Loyalists
136533,42,7.857143,6.388142,3,16,0.0,435,295,0.6782,140,18,57,10.36,1,High-Value Frequent Loyalists
136534,40,8.55,6.694621,5,13,13.0,418,236,0.5646,182,16,62,10.45,1,High-Value Frequent Loyalists
136535,5,11.0,11.335784,1,12,30.0,22,9,0.4091,13,5,11,4.4,2,Occasional / At-Risk Shoppers
136536,12,13.416667,10.621234,3,7,5.0,41,7,0.1707,34,12,23,3.42,3,Routine Convenience Buyers
136537,4,11.75,7.9320025,1,17,17.0,37,7,0.1892,30,9,17,9.25,3,Routine Convenience Buyers
136538,18,6.7222223,3.9078436,1,11,5.0,290,179,0.6172,111,16,41,16.11,1,High-Value Frequent Loyalists
136539,22,14.863636,9.27,1,20,28.0,85,49,0.5765,36,10,19,3.86,2,Occasional / At-Risk Shoppers
136540,8,14.25,13.424392,0,18,11.0,114,39,0.3421,75,13,29,14.25,0,Full-Pantry Bulk Shoppers
136541,4,22.5,15.0,4,10,30.0,72,14,0.1944,58,13,33,18.0,0,Full-Pantry Bulk Shoppers
136542,17,13.6470585,10.11151,1,13,7.0,215,110,0.5116,105,13,35,12.65,0,Full-Pantry Bulk Shoppers
136543,47,7.4680853,5.2867804,6,16,6.0,99,67,0.6768,32,13,25,2.11,1,High-Value Frequent Loyalists
136544,13,14.692307,10.90401,0,16,30.0,31,19,0.6129,12,6,11,2.38,2,Occasional / At-Risk Shoppers
136545,20,11.25,8.270906,0,16,19.0,179,54,0.3017,125,16,48,8.95,0,Full-Pantry Bulk Shoppers
136546,5,15.8,13.89964,2,7,5.0,14,1,0.0714,13,4,7,2.8,3,Routine Convenience Buyers
136547,16,17.4375,9.157647,1,13,14.0,182,83,0.456,99,13,35,11.38,0,Full-Pantry Bulk Shoppers
136548,4,11.75,14.198005,5,11,1.0,40,9,0.225,31,11,18,10.0,3,Routine Convenience Buyers
136549,4,13.25,12.579745,1,8,14.0,53,8,0.1509,45,11,21,13.25,0,Full-Pantry Bulk Shoppers
136550,8,14.875,12.028983,0,11,13.0,17,4,0.2353,13,5,10,2.12,3,Routine Convenience Buyers
136551,18,6.7222223,6.587024,1,10,2.0,218,90,0.4128,128,13,40,12.11,3,Routine Convenience Buyers
136552,5,17.8,13.198484,1,10,20.0,15,6,0.4,9,3,5,3.0,2,Occasional / At-Risk Shoppers
136553,8,8.75,7.440238,4,14,7.0,31,16,0.5161,15,6,9,3.88,3,Routine Convenience Buyers
136554,45,7.7555556,5.432041,4,20,4.0,502,345,0.6873,157,13,49,11.16,1,High-Value Frequent Loyalists
136555,60,5.016667,3.3873727,3,18,12.0,242,180,0.7438,62,10,24,4.03,1,High-Value Frequent Loyalists
136556,9,14.222222,9.718253,6,13,30.0,148,91,0.6149,57,11,36,16.44,0,Full-Pantry Bulk Shoppers
136557,6,13.333333,10.838204,0,9,20.0,21,5,0.2381,16,5,9,3.5,2,Occasional / At-Risk Shoppers
136558,99,1.3636364,0.96314263,2,9,1.0,942,897,0.9522,45,11,23,9.52,1,High-Value Frequent Loyalists
136559,29,10.5172415,9.194799,0,18,15.0,206,116,0.5631,90,17,41,7.1,1,High-Value Frequent Loyalists
136560,4,18.5,14.456832,3,8,30.0,7,4,0.5714,3,3,3,1.75,2,Occasional / At-Risk Shoppers
136561,5,19.2,14.939879,0,9,30.0,23,8,0.3478,15,6,11,4.6,2,Occasional / At-Risk Shoppers
136562,21,12.142858,9.639947,0,9,8.0,190,111,0.5842,79,14,35,9.05,1,High-Value Frequent Loyalists
136563,23,11.26087,9.304043,1,10,20.0,180,117,0.65,63,13,36,7.83,0,Full-Pantry Bulk Shoppers
136564,19,5.263158,2.5131235,0,15,6.0,275,167,0.6073,108,17,41,14.47,1,High-Value Frequent Loyalists
136565,6,13.833333,13.362884,1,12,14.0,34,21,0.6176,13,5,9,5.67,3,Routine Convenience Buyers
136566,7,23.428572,11.928357,0,14,30.0,90,46,0.5111,44,11,21,12.86,2,Occasional / At-Risk Shoppers
136567,4,14.75,13.696107,2,12,7.0,55,15,0.2727,40,9,22,13.75,3,Routine Convenience Buyers
136568,27,11.185185,8.905646,3,11,1.0,633,351,0.5545,282,18,85,23.44,0,Full-Pantry Bulk Shoppers
136569,14,21.428572,9.403063,3,17,26.0,85,45,0.5294,40,9,23,6.07,2,Occasional / At-Risk Shoppers
136570,13,7.1538463,2.939562,0,11,7.0,97,46,0.4742,51,12,24,7.46,3,Routine Convenience Buyers
136571,4,16.5,13.025616,0,8,30.0,40,8,0.2,32,11,24,10.0,2,Occasional / At-Risk Shoppers
136572,7,15.285714,14.032276,1,14,2.0,96,52,0.5417,44,11,22,13.71,0,Full-Pantry Bulk Shoppers
136573,57,3.7894738,5.188369,5,12,2.0,546,330,0.6044,216,16,52,9.58,1,High-Value Frequent Loyalists
136574,4,18.25,14.568802,2,12,13.0,27,2,0.0741,25,8,13,6.75,2,Occasional / At-Risk Shoppers
136575,8,19.625,12.420462,1,16,30.0,47,9,0.1915,38,7,18,5.88,2,Occasional / At-Risk Shoppers
136576,4,3.25,2.8722813,1,15,7.0,45,17,0.3778,28,11,22,11.25,3,Routine Convenience Buyers
136577,3,20.0,17.320509,0,17,30.0,24,3,0.125,21,4,7,8.0,2,Occasional / At-Risk Shoppers
136578,51,4.9215684,3.0255125,1,9,6.0,341,261,0.7654,80,12,35,6.69,1,High-Value Frequent Loyalists
136579,19,4.5789475,2.8928223,1,8,6.0,137,81,0.5912,56,14,31,7.21,1,High-Value Frequent Loyalists
136580,11,17.272728,8.367687,0,10,30.0,85,46,0.5412,39,12,24,7.73,2,Occasional / At-Risk Shoppers
136581,3,20.0,17.320509,1,10,30.0,36,8,0.2222,28,6,12,12.0,2,Occasional / At-Risk Shoppers
136582,7,17.571428,14.942748,0,16,28.0,100,27,0.27,73,13,41,14.29,0,Full-Pantry Bulk Shoppers
136583,21,14.285714,8.655304,0,14,19.0,122,68,0.5574,54,12,26,5.81,3,Routine Convenience Buyers
136584,29,5.827586,2.421171,6,6,8.0,284,182,0.6408,102,14,39,9.79,1,High-Value Frequent Loyalists
136585,28,5.285714,4.017159,0,17,15.0,137,82,0.5985,55,13,31,4.89,1,High-Value Frequent Loyalists
136586,3,12.0,15.874508,1,12,30.0,9,0,0.0,9,4,6,3.0,2,Occasional / At-Risk Shoppers
136587,4,19.75,14.150971,2,19,19.0,70,5,0.0714,65,12,34,17.5,0,Full-Pantry Bulk Shoppers
136588,6,18.166666,13.422618,1,16,30.0,150,61,0.4067,89,13,40,25.0,0,Full-Pantry Bulk Shoppers
136589,52,6.1153846,8.525978,3,14,0.0,358,132,0.3687,226,13,63,6.88,1,High-Value Frequent Loyalists
136590,85,4.2235293,2.1346154,3,7,6.0,1129,872,0.7724,257,15,71,13.28,1,High-Value Frequent Loyalists
136591,12,19.833334,9.0336075,0,20,30.0,91,39,0.4286,52,13,29,7.58,2,Occasional / At-Risk Shoppers
136592,8,12.5,13.136644,3,14,0.0,26,6,0.2308,20,12,18,3.25,3,Routine Convenience Buyers
136593,3,11.333333,10.5987425,6,13,13.0,13,2,0.1538,11,5,10,4.33,3,Routine Convenience Buyers
